grid,name,latitude,longitude,Venue Category
"12,6",Holson,48.8908471,2.2435812,Business and Professional Services
"7,7",IÉSEG CONSEIL Paris Junior-Entreprise,48.892422,2.236161,Business and Professional Services
"16,3",Interface Business Languages,48.8888574,2.2485723,Business and Professional Services
"5,6",Japan Bridge - Pont d'art,48.8915298,2.2327244,Landmarks and Outdoors
"16,5",Lagardère Travel Retail,48.890549,2.2490394,Retail
"12,6","Le Catalyseur de l'Innovation et de l'Entrepreneuriat, La Défense",48.8909857,2.243499,Business and Professional Services
"14,7",NTT DATA Business Solutions S.A.S.,48.8922961,2.246138,Business and Professional Services
"12,6",Orange Business Services - Customer Innovation Center,48.8910606,2.2438552,Business and Professional Services
"4,2",Paris Retail Week,48.8874544,2.2316201,Retail
"19,9",SBS Silence Business Solutions,48.8936441,2.2523928,Business and Professional Services
"6,12",SH Business,48.8965233,2.2354367,Business and Professional Services
"15,9",Taxis-Free,48.8936591,2.2469509,Travel and Transportation
"6,0",TRANSPORTDEPERSONNES.COM,48.8862867,2.2340855,Travel and Transportation
"8,11",Travail Defense,48.8960763,2.2382644,Community and Government
"15,5",Virta Charging Station,48.8906,2.2469,Travel and Transportation
"0,9",Virta Global Charging Station,48.8937113,2.2263148,Travel and Transportation
"8,5",JD Sports,48.8900753,2.2377766,Landmarks and Outdoors
"18,6",Elementary School André Malraux,48.8909097,2.251057,Education
"1,11",Primary School,48.8957359,2.2279742,Education
"11,12",School Alexandre Dumas,48.8970173,2.2418438,Education
"11,0",School République,48.8855569,2.2412279,Education
"9,3",Porto Traiteur Portuguais,48.8883752,2.2389782,Retail
"16,9",Tak'eat,48.8938113,2.2489878,Retail
"16,12",Ozo Grill grillade au feu de bois,48.8965093,2.248718,Retail
"5,7",La Brasserie Restaurant & Bar,48.8924627,2.2334488,Retail
"18,11",Vingko - Bar & Food,48.8957872,2.2515004,Retail
"7,6",Canard Street,48.8910599,2.2361559,Retail
"18,2",A Beyrouth,48.8879817,2.2509474,Retail
"4,3",AL SIWAN,48.8889549,2.2317912,Retail
"19,11",Asahi Sushi & Barbecue,48.8959453,2.2524566,Retail
"8,6",Chipotle Mexican Grill,48.8913475,2.237639,Retail
"15,9",Dehliz Restaurant,48.8937586,2.2473039,Retail
"10,12",FRIENDS AND FRIES,48.8964116,2.2405716,Retail
"6,12",Grill Dehliz,48.896479,2.2353173,Retail
"0,11",Jungle Arch,48.8960103,2.2258221,Retail
"19,8",Kelbol,48.8930705,2.2532543,Retail
"19,4",LE QG,48.8899274,2.2526791,Retail
"15,9",Le Tournesol,48.8939779,2.2478352,Retail
"3,10",Les Gentlemen,48.8945967,2.2303662,Retail
"17,2",Marco Marco,48.88764,2.2508622,Retail
"3,9",Mosai,48.8939796,2.2300066,Retail
"14,8",Piccolino,48.8934448,2.2465034,Retail
"9,10",Quinte & Sens,48.8951246,2.238974,Retail
"13,1",Restaurant Resunga,48.8864297,2.2444584,Retail
"16,11",The Place To B,48.8961621,2.2489217,Retail
"13,1",Trattoria Piccino,48.886569,2.244741,Retail
"19,8",Vietnam Kitchen,48.8930476,2.2531481,Retail
"12,4",My Business,48.8893797,2.2435553,Business and Professional Services
"3,8",GOÛD restaurant,48.8932981,2.2312435,Retail
"14,9",Elementary School Guynemer,48.8942617,2.2466353,Education
"12,12",European School Paris La Défense (Primary School),48.8964968,2.2426298,Education
"5,4",Nursery School Félix Pyat,48.889901,2.2329723,Education
"17,8",Nursery School Jules Verne,48.8932584,2.2495262,Education
"13,10",Nursery School La Marelle,48.8945719,2.244848,Education
"1,5",Nursery School Maxime Gorki,48.8907037,2.228246,Education
"19,5",Nursery School Mozart,48.8907488,2.253055,Education
"2,3",Primary School Eugène Petitot,48.888358,2.2294719,Education
"1,2",Primary School Louqman,48.8877542,2.227218,Education
"15,10",Public Primary School Charles Perrault,48.8947767,2.2473445,Education
"18,10",School,48.8951636,2.2515984,Education
"7,11",School,48.8961305,2.2359116,Education
"15,10",School Annexe Charles Perrault,48.8948458,2.2474587,Education
"2,0",School Bergères,48.8855909,2.229563,Education
"7,2",School Defense 2000,48.8876764,2.2367918,Education
"18,9",School Saint-Exupéry,48.8940741,2.2519465,Education
"10,1",Middle School Du Saut De Sabot,48.8865258,2.2409751,Education
"16,6",Middle School Les Renardières,48.891038,2.249099,Education
"11,1",Middle School Maréchal Leclerc,48.8866074,2.2413697,Education
"9,5",adidas Brand Center Puteaux,48.8906943,2.239065,Landmarks and Outdoors
"7,5",GO Sport,48.8901781,2.2368392,Landmarks and Outdoors
"9,8",CNIT,48.8927042,2.2394592,Retail
"2,10",Paris La Défense Arena,48.8951517,2.2293886,Arts and Entertainment
"9,7",La Défense train station,48.8917666,2.2387265,Travel and Transportation
"8,10",Egencia,48.8949838,2.2382391,Business and Professional Services
"7,7",Digital College La Défense,48.892468,2.2360008,Education
"7,11",Ecole de Management Léonard De Vinci,48.8961305,2.2359116,Education
"7,11",ESILV - Ecole Supérieure d'Ingénieurs Léonard de Vinci,48.8960876,2.2356593,Education
"7,7",Exchange College,48.892468,2.2360008,Education
"9,7",ICN Business School Paris,48.8926126,2.2396137,Education
"8,2",Idrac Paris Campus,48.8873306,2.2380886,Education
"7,7",IESEG School of Management,48.892573,2.235893,Education
"4,8",IÉSEG School of Management - Promenade de l'Arche,48.8933905,2.2324916,Education
"0,9",IIM - Institute of Internet and Multimedia,48.8935717,2.2269574,Education
"10,8",Nursing School,48.8931816,2.2396982,Education
"5,3",Collège Les Bouvets,48.8887615,2.2335981,Education
"4,7",Le Californien,48.89258365,2.232860659,Retail
"10,6",Carrousel Jules Vernes,48.89148045,2.241090238,Arts and Entertainment
"11,3", ,48.888468,2.242363,Arts and Entertainment
"12,3", ,48.888853,2.24264,Arts and Entertainment
"19,4", ,48.889106,2.253361,Arts and Entertainment
"5,7", ,48.892269,2.233893,Arts and Entertainment
"9,7", ,48.892268,2.239125,Arts and Entertainment
"16,3",Banc public,48.888295,2.249287,Arts and Entertainment
"9,7",cnit,48.891867,2.239468,Retail
"8,10",Colosse,48.894938,2.237843,Arts and Entertainment
"13,4",Fontaine Wallace,48.88993,2.244695,Landmarks and Outdoors
"1,10",Fresques,48.894936,2.227582,Arts and Entertainment
"8,10",Ikaria,48.895296,2.237,Arts and Entertainment
"15,5",La Terre,48.89006,2.246976,Arts and Entertainment
"5,7",La voiture sur le lampadaire,48.892438,2.233982,Arts and Entertainment
"9,3",Les Cheminées,48.888977,2.238731,Arts and Entertainment
"17,4",PA1112 gros orange sur les escaliers en bas de la tour Between les miroirs,48.889665,2.250198,Arts and Entertainment
"4,8",Scratching the surface,48.893384,2.231847,Arts and Entertainment
"15,5",Sculpture La Terre,48.890167,2.247069,Arts and Entertainment
"7,9",Slat,48.893696,2.23557,Arts and Entertainment
"5,8",Slinky,48.893085,2.23351,Arts and Entertainment
"10,7", ,48.892554,2.240009,Community and Government
"16,11", ,48.895463,2.24937,Community and Government
"19,11", ,48.896096,2.252521,Community and Government
"19,7", ,48.891996,2.253403,Community and Government
"3,4", ,48.889286,2.231075,Community and Government
"1,4",Serpent,48.889302,2.22838,Landmarks and Outdoors
"4,0", ,48.886334,2.232576,Retail
"4,3", ,48.888769,2.231838,Retail
"7,7",Bonne Journée,48.892212,2.236772,Retail
"10,12",Boulangerie Faubourg de l'Arche,48.897099,2.239827,Retail
"3,4",Boulangerie Gazon,48.889496,2.230907,Retail
"10,11",Boulangerie Pâtisserie Tiznit,48.89647717,2.240545079,Retail
"10,12",Boulangerie Patisserie Traiteur,48.896481,2.240523,Retail
"6,5",Brioche Dorée,48.89098168,2.235785408,Retail
"6,12",La Joconde,48.896365,2.234749,Retail
"12,0",Les Fournils d'Antan,48.885696,2.242691,Retail
"14,0",Les Fromentiers,48.886221,2.245514,Retail
"15,2",Panam,48.887954,2.247091,Retail
"0,3",Poire de Pains,48.888154,2.22704,Retail
"6,5",Pret à Manger,48.8905024,2.2362235,Retail
"10,6",BNP Paribas,48.891665,2.240721,Business and Professional Services
"16,12",BRED,48.896815,2.248337,Business and Professional Services
"12,6",Caisse d'épargne,48.890975,2.242729,Business and Professional Services
"11,6",CIC,48.891151,2.242119,Business and Professional Services
"18,11",CIC Courbevoie Charras,48.895462,2.251355,Business and Professional Services
"16,11",Crédit Agricole Courbevoie Charras,48.895724,2.249028,Business and Professional Services
"16,11",Crédit Mutuel,48.895472,2.249407,Business and Professional Services
"11,6",HSBC,48.891482,2.24185,Business and Professional Services
"17,10",LCL,48.895263,2.249661,Business and Professional Services
"10,5",Société Générale,48.890364,2.240657,Business and Professional Services
"7,11",CIC Courbevoie Vinci,48.8969147,2.236889136,Business and Professional Services
"15,2",Duke Burger House,48.88788146,2.247835867,Retail
"8,2",Le Forum,48.88861027,2.239037007,Retail
"17,10",Le Garden Café,48.89521654,2.251403332,Retail
"13,4",Le Mond,48.89013773,2.24491775,Retail
"0,0",Le Montalegre,48.8857,2.226769,Retail
"15,4",Le Nouveau Monde,48.889333,2.248058,Retail
"5,1",Le Wilson,48.88706702,2.233861462,Retail
"14,2",L'Italian Lounge at Sofitel Paris la Défense,48.8884927,2.247458738,Retail
"17,2",Nodd Bar,48.88802846,2.250850797,Retail
"19,12",Restaurant Le Timgad,48.896709,2.252873,Retail
"16,12",Teddy Beer,48.896827,2.248144,Retail
"7,1",Terrain de Basket Puteaux,48.88704606,2.236645916,Landmarks and Outdoors
"16,10",Bulle de Soins,48.894932,2.24923,Retail
"11,0",Espace Epilation,48.88554,2.242482,Retail
"12,0",Institut Respire,48.885525,2.242522,Retail
"11,0",La Griffe,48.885478,2.242297,Retail
"15,12",Le Cocon d'Edwige,48.896904,2.248082,Retail
"16,9",L'Onglerie,48.893733,2.24877,Retail
"16,8",Matis,48.893509,2.248248,Retail
"4,4",Naturel Beauty,48.889144,2.231655,Retail
"8,5",Yves Rocher,48.890825,2.238003,Retail
"15,10",La Caisse de Bières,48.895147,2.246865,Retail
"14,0",Nicolas,48.886079,2.245731,Retail
"6,8",Atelier Cyclofix,48.892724,2.234782,Retail
"15,9",Green Mobility,48.894122,2.247958,Retail
"19,12",Place Charles de Gaulle,48.896611,2.252431,Travel and Transportation
"19,8",Bowling Charras,48.89409836,2.253300234,Arts and Entertainment
"8,12",Le Bistro d'Edouard,48.8971921,2.238588933,Landmarks and Outdoors
"18,2",ibis Breakfast Room (Petit Déjeuner @ Hôtel ibis Paris La Défense Centre),48.88830712,2.252460122,Retail
"18,2",Petit-déjeuner @ Fraser Suites,48.888076,2.252474,Retail
"16,4",Passerelle d'Alsace,48.890161,2.249223,Landmarks and Outdoors
"15,1",Passerelle de l'Orme,48.88705316,2.248849869,Landmarks and Outdoors
"14,1",Passerelle des Vignes,48.88733287,2.247093022,Landmarks and Outdoors
"17,5",Passerelle Louis Blanc,48.89060334,2.251019776,Landmarks and Outdoors
"14,12",85 Ozo Maison Burger,48.89774165,2.247355878,Retail
"0,10",Aréna Café,48.89539805,2.226179922,Retail
"7,10",Day's Café,48.89559794,2.237275332,Retail
"8,10",Quinte & Sens,48.89503756,2.238928378,Retail
"8,5",Pepperico,48.890714,2.238587,Retail
"3,4",Boucherie Besnard,48.889561,2.230844,Retail
"12,0",Boucherie République,48.885916,2.242737,Retail
"17,11",La Ferme de Courbevoie,48.89561,2.250347,Retail
"2,5",Café Chassagne,48.89135666,2.230053611,Retail
"12,0",Caffe Chic,48.885069,2.244332,Retail
"18,2",Coutume,48.887834,2.251017,Retail
"6,10",La Caféteria,48.89617166,2.236256092,Retail
"7,12",Le Vinci,48.896635,2.235904,Retail
"15,3",Starbucks,48.888461,2.247601,Retail
"1,10",Toyota,48.895336,2.228396,Landmarks and Outdoors
"16,9",Agence Sixt,48.893749,2.248898,Travel and Transportation
"14,7",Autolib',48.892324,2.245368,Travel and Transportation
"0,0",Rent a Car,48.885539,2.226407,Travel and Transportation
"15,6",Total Wash,48.89127,2.247798,Community and Government
"1,6",Secret casino,48.89191182,2.227889569,Arts and Entertainment
"18,4",Dynasty 168,48.89026823,2.252025604,Retail
"6,6",UGC Ciné Cité La Défense,48.891095,2.23532,Arts and Entertainment
"16,11",Comptoir des Parisiennes,48.896156,2.248685,Retail
"14,8",Jann's,48.893215,2.246015,Retail
"16,12",Katia,48.896446,2.248451,Retail
"15,12",Urban Mood,48.896944,2.24805,Retail
"9,7",Décathlon,48.89259961,2.239547968,Retail
"8,4",H&M,48.89049293,2.238676035,Retail
"7,5",Michael Kors,48.89127134,2.237004775,Retail
"9,4",Pull&Bear,48.89027771,2.240371406,Retail
"8,5",Uniqlo,48.89069676,2.237852811,Retail
"18,4",Le Chill' Sandwich & Coffee,48.88965749,2.252399772,Retail
"12,5",Starbucks Coffee Coeur Défense,48.89064351,2.243591398,Retail
"7,8","Ascencia Business School La Défense, Grande Arche",48.893034,2.235602,Education
"7,7",Digital College Paris La Défense,48.892636,2.236711,Education
"7,8",école Conte,48.892926,2.236202,Education
"7,8",Exchange College,48.892993,2.235748,Education
"19,6",Espace parents de la ville de Courbevoie,48.891168,2.253148,Community and Government
"1,6",Salle polyvalente Espace Gorki,48.891102,2.228218,Community and Government
"9,7",Fnac,48.89262532,2.23958508,Retail
"0,0", ,48.885671,2.226678,Retail
"17,0", ,48.885489,2.25065,Retail
"10,12",Alimentation Générale,48.896947,2.240445,Retail
"4,3",Alimentation Marcelin Berthelot,48.888981,2.231371,Retail
"5,0",AZMARKET,48.886053,2.234022,Retail
"1,3",Chez Baba,48.888477,2.227546,Retail
"0,3",Déstockage Alimentaire,48.888165,2.226866,Retail
"3,4",Fruit et Légume,48.88989,2.230644,Retail
"15,9",GAM,48.893876,2.247605,Retail
"16,11",Naturalia,48.89555,2.249283,Retail
"14,0",Thiriet,48.886009,2.245817,Retail
"8,5",Lush,48.89084687,2.238199573,Retail
"8,5",Sephora,48.890427,2.236586,Retail
"14,12",Brother's Crêpes & Café,48.89796206,2.247135937,Retail
"7,5",Berko,48.89109759,2.236507515,Retail
"10,11",Dental Santé,48.895988,2.240729,Health and Medicine
"8,12",Fonteneau,48.896523,2.237915,Health and Medicine
"8,12",SEL Dentaire du Faubourg de l'Arche,48.896582,2.236979,Health and Medicine
"13,1",Stéphane AHAROUNI,48.88658,2.244778,Health and Medicine
"8,12",Thibous,48.896545,2.237913,Health and Medicine
"15,2",Pico,48.88845494,2.247789843,Landmarks and Outdoors
"14,4",Beno?t Gaultier - Ostéopathe D.O.,48.889639,2.245871,Health and Medicine
"13,1",Elise FERTOUT-AHAROUNI,48.886575,2.244796,Health and Medicine
"11,2",Emeric Goubely - Ostéopathe Puteaux,48.887941,2.241654,Health and Medicine
"11,4",Point Vision,48.889587,2.242467,Health and Medicine
"15,9",COPA,48.893904,2.247671,Community and Government
"8,6",Pharmacie du Rer,48.891796,2.238691,Health and Medicine
"8,5",Apple Store,48.890078,2.2371343,Retail
"15,2",Ankka,48.88789,2.247593,Retail
"7,10",Aubrac Corner la Defense,48.89585136,2.236935496,Retail
"7,5",Bretzel Love,48.89107702,2.23594802,Retail
"14,4",El Karim,48.88981711,2.247172642,Retail
"15,12",Grill d'Istambul,48.89718444,2.247774303,Retail
"15,2",Ma Bento,48.88843762,2.247739434,Retail
"0,0",Pizza Naim,48.88575253,2.227217122,Retail
"6,6",Scoozi,48.8919291,2.235157192,Retail
"3,7",Yin's,48.89278202,2.231105828,Retail
"16,12", ,48.896461,2.248646,Retail
"15,9",Alyssa,48.893801,2.247427,Retail
"19,8",Amaken,48.892818,2.25331,Retail
"15,2",Anka,48.888031,2.247614,Retail
"3,9",Big Fernand,48.894263,2.231193,Retail
"18,2",Bio Burger,48.887757,2.250978,Retail
"1,2",Burger’ppétit,48.887722,2.227397,Retail
"17,11",Chicken Best,48.895503,2.249864,Retail
"15,9",Dehliz,48.893704,2.247171,Retail
"14,8",équi Eat,48.893359,2.246361,Retail
"13,4",Exki,48.889335,2.243987,Retail
"7,6",Five Guys,48.891571,2.236215,Retail
"10,12",Friends & Fries,48.896371,2.240532,Retail
"7,6",Jour,48.891686,2.236082,Retail
"15,9",La Gourmandise,48.893956,2.247794,Retail
"0,3",Le Dream,48.888158,2.226963,Retail
"3,4",Le Joker,48.889643,2.230788,Retail
"1,3",Le Pica,48.888506,2.22718,Retail
"0,3",Mag Bucket,48.888475,2.226742,Retail
"16,11",McDonald's,48.895977,2.248763,Retail
"19,8",O'MG,48.892688,2.253423,Retail
"17,2",Paririe,48.887722,2.250643,Retail
"15,2",Pasta Bella,48.888001,2.247469,Retail
"1,2",Pizz' Appétit,48.887635,2.227388,Retail
"17,12",Pizza King,48.896848,2.250277,Retail
"15,2",Pomme de Pain,48.888029,2.247383,Retail
"0,11",Spok,48.895809,2.226442,Retail
"16,11",Subway,48.895808,2.248719,Retail
"16,9",Sweet T House,48.89418,2.248101,Retail
"15,3",Titanka,48.888395,2.247914,Retail
"0,11",AXA France Services,48.89641828,2.227746248,Business and Professional Services
"15,12",Poissonnerie la Vague (Poissonnerie La Vague),48.89735725,2.24796474,Landmarks and Outdoors
"16,12",Monceau Fleurs,48.896595,2.248544,Retail
"3,4",O Fleurs d'à Coté,48.889838,2.230688,Retail
"7,5",Le Dôme de la Défense,48.89064453,2.236407101,Retail
"18,0", ,48.885706,2.250944,Landmarks and Outdoors
"16,2",Bassin Takis,48.88797203,2.25030899,Landmarks and Outdoors
"11,4",Fontaine Agam,48.8903811,2.24270761,Landmarks and Outdoors
"18,3",Bistro d'Édouard,48.88956618,2.252402045,Retail
"7,10",Bistro du Faubourg,48.89618287,2.23745048,Retail
"17,0",Brasserie le Paris Défense,48.88602493,2.250990272,Retail
"6,4",Le Ferney,48.8898544,2.23561228,Retail
"0,0",Le Relais des Bergères,48.88537185,2.225900888,Retail
"14,2",Les Canailles,48.88832718,2.246578038,Retail
"7,5",So Cream,48.891044,2.236358,Retail
"9,7",Habitat la Défense,48.89267,2.239612,Retail
"8,5",Maisons du Monde,48.89070188,2.238032668,Retail
"6,6",Søstrene Grene,48.89164203,2.236050661,Retail
"19,11",Dreami,48.896046,2.252359,Retail
"19,12",Gautier,48.896284,2.252776,Retail
"4,1",MC Diffusion,48.886731,2.232036,Retail
"16,12",Mobalpa,48.896784,2.248389,Retail
"3,8",Jardins de l'Arche,48.89403754,2.23115855,Landmarks and Outdoors
"5,0",L'Escargot 1903,48.88543655,2.234567776,Retail
"7,12",Les Jardins de Courbevoie,48.896559,2.235506,Retail
"6,5",Auchan,48.8912385,2.2350577,Retai
"16,4",Franck Provost (Franck Provost - Coiffeur Courbevoie),48.889706,2.249867,Retail
"18,11", ,48.895342,2.251676,Retail
"19,10", ,48.894722,2.252513,Retail
"17,11",Alain Pagès,48.895638,2.249674,Retail
"0,11",Biguine,48.895894,2.226266,Retail
"3,3",Capelli Studio,48.889036,2.23128,Retail
"15,4",Franck Provost,48.889509,2.247976,Retail
"14,0",Jean Louis David,48.886156,2.245641,Retail
"8,12",Jean-Claude Biguine,48.896972,2.237205,Retail
"12,0",Line André coiffure,48.885894,2.242668,Retail
"15,9",M-Ka Coiffures,48.893923,2.247717,Retail
"11,0",Queen's Hair,48.885513,2.242411,Retail
"15,12",Saint Algue,48.897105,2.24792,Retail
"0,0",salon de coiffure,48.885737,2.226901,Retail
"0,3",The Pablo,48.888458,2.227083,Retail
"1,10",Pharmacie Terrasses de l'Arche,48.895124,2.227446,Health and Medicine
"17,2",Skyline Bar & Lounge,48.88841646,2.25058794,Retail
"16,9",Adagio Aparthotel La Défense Kleber,48.894326,2.248671,Business and Professional Services
"19,2",H?tel ibis Paris La Défense Centre,48.88802,2.252929,Business and Professional Services
"9,8",Hilton Paris La Defense,48.892843,2.238288,Business and Professional Services
"3,0",Ibis Budget,48.88587,2.230112,Business and Professional Services
"16,9",La Régence,48.894283,2.248207,Business and Professional Services
"18,11",Le Timgad,48.89662819,2.253001573,Business and Professional Services
"18,11",Mercure,48.895797,2.25125,Business and Professional Services
"19,2",Novotel Paris La Défense,48.887909,2.252674,Business and Professional Services
"12,4",IT Trattoria,48.889989,2.243485,Retail
"15,2",Pizzeria Andréa,48.88792264,2.24819541,Retail
"7,5",Vapiano,48.89111698,2.236055526,Retail
"0,10",Kyoto,48.89557831,2.226538775,Retail
"4,1",Sushi Times,48.88690658,2.232457548,Retail
"1,2",Accueil familial Amitié-Rosiers,48.88795,2.22773,Education
"12,1",Crèche des Arcades,48.886509,2.243509,Education
"5,4",Crèche des Jardins,48.889612,2.233339,Education
"6,0",Crèche Les 3 Ours,48.886057,2.234401,Education
"12,11",Crèche Les Chérubins,48.895359,2.243878,Education
"15,6",Plumes et Compagnies,48.891552,2.247306,Education
"15,4",Saperlipopette,48.889498,2.246734,Education
"8,6",Parvis de la Défense,48.8916967,2.238657475,Landmarks and Outdoors
"12,0", ,48.886024,2.243435,Retail
"16,9", ,48.893606,2.248461,Retail
"6,12",5àsec,48.89639,2.235024,Retail
"4,1",De Gaulle Pressing,48.886636,2.231927,Retail
"3,4",Laverie,48.889797,2.230722,Retail
"16,12",Milo-Pressing,48.89637,2.248512,Retail
"3,4",Pressing,48.889592,2.230825,Retail
"14,0",Séquoia,48.885955,2.24588,Retail
"4,7",Executive Lounge de l'Hôtel Renaissance Paris la Défense,48.89263096,2.232963145,Retail
"17,2",Meliá The Place,48.88848136,2.250406891,Retail
"17,10",Général de Gaulle,48.895127,2.250367,Arts and Entertainment
"4,9",Monuments aux morts pour la France,48.893893,2.232531,Arts and Entertainment
"0,4",Mayanne Evenementiel,48.8904719,2.22770034,Retail
"8,7",Nespresso,48.892504,2.23864,Retail
"18,2",Restaurant de l'Hôtel Novotel Paris la Défense,48.888035,2.253011,Retail
"11,5",Musée de la Défense,48.890773,2.242299,Arts and Entertainment
"15,4", ,48.889559,2.24776,Community and Government
"8,7", ,48.891899,2.237201,Community and Government
"3,0",Le Totem,48.886311,2.231129,Community and Government
"8,7",Relay,48.892558,2.237034,Community and Government
"16,12",Alain Afflelou,48.896617,2.248313,Health and Medicine
"16,11",Art - Optic,48.896223,2.248837,Health and Medicine
"10,5",Grand Optical,48.890215,2.240042,Health and Medicine
"17,11",Krys,48.895697,2.249592,Health and Medicine
"16,10",Lissac,48.89496,2.249332,Health and Medicine
"3,4",Netoptic,48.889457,2.230933,Health and Medicine
"9,7",Optic 2000,48.892527,2.238936,Health and Medicine
"8,12",Optique de l'Arche,48.896485,2.237102,Health and Medicine
"19,9",Parc des Pléiades,48.89474957,2.254434228,Landmarks and Outdoors
"3,2",Place des Marées,48.88785484,2.231245549,Landmarks and Outdoors
"1,0",Square president wilson,48.88568535,2.228045277,Landmarks and Outdoors
"18,2",Square Vivaldi,48.888575,2.252692,Landmarks and Outdoors
"15,2",Esplanade du Général de Gaulle,48.88860693,2.248034477,Landmarks and Outdoors
"7,10",Esplanade Mona Lisa,48.89585059,2.23644197,Landmarks and Outdoors
"1,11",Parapharmacie Les Terrasses de l'Arche,48.895402,2.227806,Health and Medicine
"16,1",Pharmacie Bellini,48.88667,2.248819,Health and Medicine
"17,11",Pharmacie Centrale,48.895371,2.249524,Health and Medicine
"18,10",Pharmacie Charras,48.895047,2.251827,Health and Medicine
"4,4",Pharmacie des Bouvets,48.889065,2.231538,Health and Medicine
"7,12",Pharmacie Léonard de Vinci,48.896785,2.236445,Health and Medicine
"19,7",Pharmacie Victor Hugo,48.891883,2.253093,Health and Medicine
"16,11", ,48.895425,2.248485,Landmarks and Outdoors
"3,5", ,48.890411,2.230943,Landmarks and Outdoors
"6,11", ,48.895885,2.234667,Landmarks and Outdoors
"9,12",Le Bistrot de Courbevoie,48.89792317,2.240322456,Retail
"16,10",Madrissio,48.89542991,2.250024676,Retail
"13,11",San Marco,48.896545,2.245379,Retail
"15,8",Trattoria Pizzeria d'Angelo,48.8935311,2.248456236,Retail
"19,6",Venezia,48.8915662,2.25398764,Retail
"0,3", ,48.888906,2.226983,Landmarks and Outdoors
"0,8", ,48.892908,2.226551,Landmarks and Outdoors
"18,6", ,48.891122,2.252268,Landmarks and Outdoors
"2,2", ,48.887823,2.229228,Landmarks and Outdoors
"4,3", ,48.888188,2.231708,Landmarks and Outdoors
"6,2", ,48.887369,2.235205,Landmarks and Outdoors
"9,9",Allée de l'Arche,48.89485216,2.23929616,Landmarks and Outdoors
"14,2",Cours Michelet,48.8878764,2.247393429,Landmarks and Outdoors
"4,6",Cours Valmy,48.89217637,2.232284546,Landmarks and Outdoors
"8,8",Place Carpeaux,48.89353072,2.238528728,Landmarks and Outdoors
"11,6",Place de la Coupole,48.89228499,2.242377698,Landmarks and Outdoors
"11,5",Place de la Défense,48.89052571,2.242155075,Landmarks and Outdoors
"11,3",Place de la Pyramide,48.88933916,2.242817581,Landmarks and Outdoors
"15,3",Place de l'Iris,48.8893621,2.248528944,Landmarks and Outdoors
"18,1",Place des Dominos,48.88748317,2.252665992,Landmarks and Outdoors
"16,4",Place des Miroirs,48.89037934,2.250390798,Landmarks and Outdoors
"14,4",Place des Reflets,48.89015112,2.246964276,Landmarks and Outdoors
"18,3",Place des Saisons,48.88934059,2.252132893,Landmarks and Outdoors
"14,7",Place des Vosges,48.8928331,2.246882919,Landmarks and Outdoors
"0,0",Rond-point des Bergères,48.88510073,2.227166891,Landmarks and Outdoors
"13,4",Square des Corolles,48.89002486,2.245180607,Landmarks and Outdoors
"11,9",Square Henri Regnault,48.89426711,2.2424528,Landmarks and Outdoors
"17,1",Terrasse Bellini,48.88703513,2.251313152,Landmarks and Outdoors
"3,7",Terrasse Valmy,48.89280008,2.231720306,Landmarks and Outdoors
"11,6",Police nationale,48.891299,2.242212,Community and Government
"9,2",Katclara,48.88841608,2.238960564,Retail
"0,0", ,48.885714,2.226876,Community and Government
"0,9", ,48.893935,2.225709,Community and Government
"10,3", ,48.888418,2.240127,Community and Government
"10,5", ,48.890555,2.239869,Community and Government
"10,6", ,48.891271,2.240314,Community and Government
"11,5", ,48.890022,2.242341,Community and Government
"11,7", ,48.892113,2.242399,Community and Government
"12,9", ,48.89368,2.24284,Community and Government
"13,10", ,48.894897,2.244388,Community and Government
"13,3", ,48.889024,2.244143,Community and Government
"14,5", ,48.890558,2.245302,Community and Government
"15,9", ,48.893653,2.247068,Community and Government
"16,12", ,48.89674,2.248468,Community and Government
"17,10", ,48.895139,2.250298,Community and Government
"18,11", ,48.895469,2.251264,Community and Government
"3,0", ,48.886313,2.2309,Community and Government
"3,2", ,48.88726,2.230325,Community and Government
"3,3", ,48.888926,2.231081,Community and Government
"7,0", ,48.88586,2.236152,Community and Government
"8,12", ,48.896625,2.236915,Community and Government
"8,2", ,48.887757,2.236965,Community and Government
"8,12",Relais Poste,48.896651,2.23725,Community and Government
"18,10",Garden Café,48.895285,2.251,Arts and Entertainment
"3,9",Mosai,48.894079,2.230028,Retail
"10,5",L'Araignée Rouge de Alexander Calder,48.89131859,2.24167496,Arts and Entertainment
"15,3",Le Moretti,48.88905577,2.247850746,Arts and Entertainment
"14,8", ,48.893142,2.245843,Retail
"19,7", ,48.892525,2.252385,Retail
"17,12",Affinithé,48.896976,2.250187,Retail
"14,8",Alfred's Café,48.893321,2.246267,Retail
"16,2",Andrea,48.887972,2.248299,Retail
"14,5",Au Jardin des Corolles,48.890647,2.245291,Retail
"19,8",Au Vent du Large,48.893362,2.252705,Retail
"3,4",Aux Délices de Puteaux,48.889141,2.231214,Retail
"9,10",Avant Seine,48.894889,2.238754,Retail
"15,4",Baguettes Chinoises,48.889362,2.247279,Retail
"3,6",Bert's,48.89204506,2.231049692,Retail
"3,10",Bib & Guss,48.894785,2.229983,Retail
"7,5",Boldère,48.890728,2.23561,Retail
"14,12",Bovinelli,48.896509,2.246081,Retail
"16,11",Chez Lau,48.896236,2.24862,Retail
"10,6",Cojean,48.891677,2.24095,Retail
"13,6",Dapprima,48.891127,2.2444,Retail
